CommonName,DielActivity,Locomotion,HomeRange_ha,Status,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Average_Weight
Black_Langur,D,BOTH,,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.3
Francois_s_Langur,D,BOTH,64.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52
Golden_Langur,D,AR,375.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15
Germain_s_Langur,D,AR,17.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83
Hatinh_Langur,D,BOTH & AR,225.0,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.275
Laos_Langur,D,BOTH,,VU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
White_headed_Langur,D,BOTH,29.1,CR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.285
Annamese_Langur,D,AR,221.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
West_Javan_Langur,D,AR,5.25,VU,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Dusky_Langur,D,AR,30.5,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99
Phayre_s_Langur,D,AR,82.37,EN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.44
Capped_Langur,D,AR,18.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93
Cat_Ba_Langur,D,BOTH,30.0,CR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.05
Selangor_Silvery_Langur,D,AR,31.5,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Shortridge_s_Langur,D,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Red_Ruffed_Lemur,D,AR,24.55,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51
Black_and_white_Ruffed_Lemur,D,AR,116.67,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58
